130 16770
3 1 130.370465
3 2 220.063304
3 4 404.910116
3 5 273.794560
3 6 449.607593
3 7 188.161224
3 8 386.038488
3 9 241.038952
3 10 412.433882
3 11 243.771451
3 12 257.297489
3 13 236.153645
3 14 225.376538
3 15 320.819753
3 16 163.542099
3 17 155.961463
3 18 221.490513
3 19 79.610071
3 20 152.372745
3 21 127.644226
3 22 156.784747
3 23 208.648244
3 24 413.787898
3 25 424.578336
3 26 200.013912
3 27 383.666585
3 28 243.855948
3 29 276.159355
3 30 170.625246
3 31 418.318079
3 32 158.186567
3 33 195.825845
3 34 50.710743
3 35 416.861079
3 36 120.559986
3 37 147.705025
3 38 232.086980
3 39 127.998376
3 40 244.010377
3 41 83.232025
3 42 281.482693
3 43 85.793203
3 44 343.535783
3 45 105.717953
3 46 129.212668
3 47 418.112038
3 48 152.893456
3 49 159.493884
3 50 125.641344
3 51 349.440492
3 52 129.539307
3 53 90.155359
3 54 166.372565
3 55 359.017408
3 56 387.359264
3 57 148.213509
3 58 296.615712
3 59 138.480607
3 60 411.024276
3 61 323.405243
3 62 370.932228
3 63 503.735552
3 64 327.146289
3 65 455.336547
3 66 243.491616
3 67 375.470117
3 68 524.558205
3 69 387.189415
3 70 218.412955
3 71 212.898337
3 72 272.162704
3 73 316.747794
3 74 323.006331
3 75 375.380785
3 76 329.812306
3 77 327.888101
3 78 179.481761
3 79 102.168809
3 80 270.301053
3 81 426.486310
3 82 263.332691
3 83 418.922738
3 84 405.331594
3 85 566.775382
3 86 243.666223
3 87 513.697328
3 88 298.518907
3 89 376.172731
3 90 284.284709
3 91 197.764857
3 92 84.297261
3 93 318.821739
3 94 197.174641
3 95 232.689177
3 96 412.063212
3 97 367.579668
3 98 296.386990
3 99 179.831690
3 100 488.733892
3 101 294.750492
3 102 319.617588
3 103 277.848121
3 104 307.094466
3 105 98.785047
3 106 307.444872
3 107 189.364962
3 108 406.797674
3 109 328.513393
3 110 506.332594
3 111 292.110723
3 112 405.503583
3 113 218.623128
3 114 337.816957
3 115 185.208009
3 116 258.339242
3 117 84.906979
3 118 435.481553
3 119 143.106400
3 120 265.335182
3 121 173.943608
3 122 504.697589
3 123 418.768832
3 124 383.016946
3 125 221.635293
3 126 296.144406
3 127 303.009730
3 128 386.133902
3 129 183.340389
4 0 161.415514
4 1 274.630306
4 2 257.213757
4 3 404.910116
4 5 650.247097
4 6 328.679762
4 7 303.336139
4 8 696.588381
4 9 555.009630
4 10 31.111136
4 11 536.970074
4 12 519.535283
4 13 549.403031
4 14 417.293241
4 15 86.187843
4 16 311.466426
4 17 307.039927
4 18 367.061114
4 19 346.309383
4 20 368.555250
4 21 434.213582
4 22 459.960907
4 23 434.450266
4 24 443.133919
4 25 264.898283
4 26 347.770708
4 27 177.284438
4 28 448.359894
4 29 299.005432
4 30 328.691443
4 31 509.270242
4 32 383.801828
4 33 296.944002
4 34 355.480695
4 35 527.068453
4 36 434.398602
4 37 491.323181
4 38 178.124949
4 39 455.359219
4 40 161.142453
4 41 476.879652
4 42 322.975981
4 43 460.511251
4 44 63.823770
4 45 321.326707
4 46 453.950846
4 47 432.644458
4 48 553.827186
4 49 248.648428
4 50 519.641293
4 51 684.548189
4 52 534.225403
4 53 335.730533
4 54 529.260866
4 55 656.378380
4 56 688.398138
4 57 548.171019
4 58 320.312106
4 59 532.420835
4 60 105.594144
4 61 129.347794
4 62 353.865290
4 63 229.073337
4 64 627.782402
4 65 376.850759
4 66 528.356549
4 67 390.405907
4 68 249.142976
4 69 298.953620
4 70 190.332172
4 71 612.522325
4 72 624.885241
4 73 662.805687
4 74 666.120824
4 75 66.766919
4 76 539.417008
4 77 412.855195
4 78 457.797376
4 79 314.649578
4 80 532.954723
4 81 698.215522
4 82 247.051598
4 83 529.074705
4 84 347.464968
4 85 305.472073
4 86 536.431733
4 87 275.775509
4 88 430.674307
4 89 332.447895
4 90 686.684717
4 91 564.410071
4 92 403.847335
4 93 470.411124
4 94 455.605668
4 95 518.896331
4 96 290.603475
4 97 422.936804
4 98 659.073600
4 99 378.526798
4 100 722.416552
4 101 662.070222
4 102 564.078947
4 103 286.699205
4 104 129.007322
4 105 488.154076
4 106 281.853872
4 107 300.511082
4 108 79.434438
4 109 410.988377
4 110 717.837586
4 111 152.602461
4 112 502.137447
4 113 284.546561
4 114 179.087848
4 115 427.276682
4 116 186.280219
4 117 324.972027
4 118 575.272077
4 119 547.514696
4 120 380.154427
4 121 515.333179
4 122 719.913527
4 123 190.728260
4 124 330.256131
4 125 322.773217
4 126 248.044013
4 127 112.593092
4 128 168.423589
4 129 223.549525
5 0 507.813202
5 1 390.345133
5 2 408.556948
5 3 273.794560
5 4 650.247097
5 6 720.322954
5 7 360.170032
5 8 475.309639
5 9 136.554741
5 10 664.221298
5 11 410.327506
5 12 203.978147
5 13 139.414409
5 14 464.485868
5 15 564.142992
5 16 435.445519
5 17 346.622495
5 18 478.416051
5 19 307.150445
5 20 290.842944
5 21 218.368770
5 22 198.659380
5 23 438.675742
5 24 662.748333
5 25 698.114562
5 26 462.669120
5 27 572.680041
5 28 470.211165
5 29 416.454847
5 30 439.208726
5 31 647.275734
5 32 278.572174
5 33 467.877394
5 34 321.408587
5 35 638.617461
5 36 217.010858
5 37 324.927369
5 38 472.473193
5 39 195.947006
5 40 493.141253
5 41 190.579603
5 42 548.052037
5 43 195.478795
5 44 594.786540
5 45 329.977086
5 46 197.637642
5 47 670.195010
5 48 209.191978
5 49 405.337484
5 50 149.641252
5 51 419.961259
5 52 188.992950
5 53 363.922163
5 54 120.991361
5 55 472.365187
5 56 487.108897
5 57 214.905332
5 58 419.084779
5 59 137.651299
5 60 675.699841
5 61 541.841664
5 62 635.062641
5 63 776.008161
5 64 448.923844
5 65 549.356989
5 66 177.385925
5 67 633.117128
5 68 797.184859
5 69 658.385299
5 70 461.015177
5 71 212.034470
5 72 351.640982
5 73 384.648631
5 74 392.674679
5 75 633.988335
5 76 523.600843
5 77 382.586006
5 78 392.837732
5 79 338.826846
5 80 449.891585
5 81 544.408105
5 82 439.816436
5 83 640.313111
5 84 509.486252
5 85 840.382111
5 86 410.667304
5 87 787.413356
5 88 538.195214
5 89 487.213562
5 90 208.818325
5 91 302.004959
5 92 246.835470
5 93 545.472083
5 94 414.084041
5 95 178.642006
5 96 684.371914
5 97 616.727287
5 98 345.336925
5 99 433.898219
5 100 624.190040
5 101 29.781607
5 102 493.637981
5 103 549.059567
5 104 531.539706
5 105 257.549499
5 106 579.007653
5 107 362.887396
5 108 667.760928
5 109 577.310662
5 110 654.785067
5 111 510.526526
5 112 634.670206
5 113 388.628975
5 114 530.890513
5 115 417.619894
5 116 473.267343
5 117 333.320163
5 118 640.506249
5 119 162.773398
5 120 349.318683
5 121 139.008178
5 122 650.804046
5 123 691.238441
5 124 495.663042
5 125 362.304939
5 126 569.659049
5 127 538.955349
5 128 657.717617
5 129 430.410138
6 0 295.591236
6 1 365.447492
6 2 463.998648
6 3 449.607593
6 4 328.679762
6 5 720.322954
6 7 487.628074
6 8 531.408289
6 9 682.043508
6 10 301.312104
6 11 408.260580
6 12 678.126409
6 13 676.633557
6 14 285.655762
6 15 333.985828
6 16 286.065992
6 17 467.505984
6 18 251.368554
6 19 447.638212
6 20 522.354195
6 21 552.880411
6 22 585.369515
6 23 315.273494
6 24 158.819945
6 25 63.874955
6 26 260.525704
6 27 484.905571
6 28 300.503761
6 29 537.652320
6 30 281.117449
6 31 237.856434
6 32 537.827784
6 33 253.823535
6 34 407.899563
6 35 261.782460
6 36 548.430890
6 37 429.884900
6 38 360.859579
6 39 564.074488
6 40 332.540342
6 41 531.335063
6 42 174.617424
6 43 534.469761
6 44 302.033396
6 45 439.527493
6 46 564.233270
6 47 143.192099
6 48 542.040617
6 49 378.218058
6 50 570.731957
6 51 546.395234
6 52 543.831248
6 53 360.920494
6 54 615.671784
6 55 489.067544
6 56 516.367239
6 57 535.038198
6 58 565.660531
6 59 582.684411
6 60 225.966398
6 61 406.132126
6 62 102.342060
6 63 161.607264
6 64 471.527694
6 65 674.727474
6 66 673.467680
6 67 130.569173
6 68 165.187854
6 69 62.564189
6 70 359.802341
6 71 584.210709
6 72 521.086487
6 73 541.618224
6 74 540.896069
6 75 264.888564
6 76 341.407255
6 77 650.006865
6 78 362.700606
6 79 424.219226
6 80 380.477922
6 81 498.798506
6 82 484.131304
6 83 263.021740
6 84 634.300677
6 85 166.696646
6 86 407.600948
6 87 123.445132
6 88 237.192506
6 89 611.227752
6 90 655.985445
6 91 495.225521
6 92 506.054312
6 93 263.972688
6 94 346.037333
6 95 662.277471
6 96 44.587381
6 97 171.326836
6 98 558.255185
6 99 294.142062
6 100 488.942670
6 101 743.164478
6 102 383.003383
6 103 171.763449
6 104 390.423284
6 105 475.137991
6 106 142.267819
6 107 485.711680
6 108 251.145729
6 109 192.062184
6 110 469.905116
6 111 405.422560
6 112 237.445803
6 113 490.398871
6 114 465.198987
6 115 327.510192
6 116 414.680460
6 117 417.150382
6 118 313.512390
6 119 567.656523
6 120 595.599625
6 121 619.432807
6 122 474.093120
6 123 140.346212
6 124 612.248967
6 125 526.620242
6 126 160.360539
6 127 358.973666
6 128 160.815284
6 129 363.668559
7 0 199.721421
7 1 137.566892
7 2 48.627692
7 3 188.161224
7 4 303.336139
7 5 360.170032
7 6 487.628074
7 8 571.720380
7 9 252.696523
7 10 323.416002
7 11 421.399897
7 12 217.174251
7 13 247.172786
7 14 362.754358
7 15 221.142968
7 16 249.710451
7 17 33.686452
7 18 334.761721
7 19 109.455962
7 20 69.341774
7 21 142.936871
7 22 162.309296
7 23 358.034103
7 24 511.641237
7 25 440.957981
7 26 306.768887
7 27 215.473485
7 28 390.194696
7 29 88.507044
7 30 269.453714
7 31 541.241988
7 32 82.666023
7 33 269.645245
7 34 166.326990
7 35 546.929934
7 36 145.807188
7 37 332.200345
7 38 140.177299
7 39 166.213038
7 40 168.670679
7 41 220.759494
7 42 358.880044
7 43 193.779395
7 44 258.370973
7 45 87.814269
7 46 164.151781
7 47 510.347673
7 48 329.668002
7 49 111.377590
7 50 255.493677
7 51 537.205015
7 52 297.967232
7 53 195.231854
7 54 241.952979
7 55 542.100045
7 56 571.669664
7 57 326.613583
7 58 111.563827
7 59 266.297029
7 60 356.578873
7 61 183.898724
7 62 442.134667
7 63 479.086946
7 64 510.005382
7 65 269.130480
7 66 225.021646
7 67 461.749127
7 68 501.673694
7 69 428.982636
7 70 135.046197
7 71 387.959529
7 72 460.306300
7 73 504.853432
7 74 511.038697
7 75 305.495980
7 76 487.890154
7 77 169.869876
7 78 346.038304
7 79 99.594031
7 80 440.875382
7 81 606.265556
7 82 83.044001
7 83 549.151945
7 84 218.824841
7 85 554.227001
7 86 421.170644
7 87 507.309264
7 88 423.019528
7 89 189.439461
7 90 451.176246
7 91 385.898779
7 92 132.445528
7 93 454.352609
7 94 358.436280
7 95 215.594040
7 96 443.564333
7 97 470.097359
7 98 484.154656
7 99 308.427128
7 100 661.614897
7 101 367.356184
7 102 488.087567
7 103 336.291310
7 104 176.606711
7 105 286.139085
7 106 358.305092
7 107 2.840833
7 108 340.978896
7 109 436.491581
7 110 674.110886
7 111 153.936799
7 112 529.362955
7 113 32.070520
7 114 171.810194
7 115 337.293151
7 116 117.672594
7 117 119.628063
7 118 577.671243
7 119 299.873065
7 120 109.638362
7 121 221.281426
7 122 673.399485
7 123 402.332858
7 124 195.870909
7 125 42.683618
7 126 330.265803
7 127 191.314947
7 128 366.025517
7 129 123.995433
8 0 543.899144
8 1 467.845229
8 2 596.088158
8 3 386.038488
8 4 696.588381
8 5 475.309639
8 6 531.408289
8 7 571.720380
8 9 548.979023
8 10 688.832778
8 11 161.277363
8 12 597.552402
8 13 546.866673
8 14 282.111038
8 15 631.729148
8 16 387.956903
8 17 538.371102
8 18 332.873507
8 19 462.432606
8 20 537.108494
8 21 492.885499
8 22 510.733796
8 23 262.300965
8 24 387.955813
8 25 555.022942
8 26 349.260994
8 27 742.139660
8 28 253.281778
8 29 660.227028
8 30 368.986127
8 31 322.252348
8 32 540.662462
8 33 399.651234
8 34 407.253596
8 35 299.935828
8 36 485.225964
8 37 239.522282
8 38 567.129842
8 39 480.453564
8 40 562.809468
8 41 394.276913
8 42 396.728053
8 43 423.957996
8 44 634.538562
8 45 484.731261
8 46 482.828062
8 47 403.229509
8 48 289.125584
8 49 507.529713
8 50 393.319014
8 51 56.578740
8 52 324.326516
8 53 393.099651
8 54 459.409858
8 55 42.762194
8 56 18.885001
8 57 286.958920
8 58 682.014760
8 59 394.120483
8 60 647.402624
8 61 665.713626
8 62 430.994680
8 63 670.869517
8 64 68.810503
8 65 840.577035
8 66 573.914299
8 67 401.049393
8 68 683.058150
8 69 492.660980
8 70 553.931702
8 71 264.342095
8 72 127.959676
8 73 90.664163
8 74 82.649718
8 75 640.865962
8 76 190.309201
8 77 710.616136
8 78 242.996237
8 79 475.598326
8 80 165.216161
8 81 76.753518
8 82 639.435163
8 83 300.117839
8 84 790.365695
8 85 697.138017
8 86 161.747087
8 87 648.884046
8 88 298.291975
8 89 761.041934
8 90 281.264652
8 91 197.965922
8 92 462.879890
8 93 267.551504
8 94 241.716937
8 95 566.203484
8 96 522.784282
8 97 361.404749
8 98 130.383548
8 99 318.269462
8 100 158.217164
8 101 504.890951
8 102 148.680060
8 103 427.816340
8 104 645.848152
8 105 295.460957
8 106 447.150667
8 107 572.559421
8 108 658.194195
8 109 340.396254
8 110 195.323433
8 111 639.288321
8 112 315.255581
8 113 600.391607
8 114 698.284166
8 115 269.990856
8 116 613.961508
8 117 455.169486
8 118 265.655783
8 119 343.342013
8 120 649.552657
8 121 488.284173
8 122 189.866068
8 123 601.886091
8 124 767.580423
8 125 607.345233
8 126 469.371892
8 127 628.627461
8 128 587.158697
8 129 522.517448
9 0 430.459685
9 1 323.264945
9 2 300.707102
9 3 241.038952
9 4 555.009630
9 5 136.554741
9 6 682.043508
9 7 252.696523
9 8 548.979023
9 10 573.341621
9 11 447.343501
9 12 67.574110
9 13 5.698927
9 14 463.291229
9 15 470.935716
9 16 399.300203
9 17 248.984201
9 18 462.528269
9 19 236.920040
9 20 186.579219
9 21 130.968305
9 22 99.565055
9 23 443.047532
9 24 654.762557
9 25 648.999934
9 26 440.685855
9 27 454.282346
9 28 477.801554
9 29 292.671221
9 30 409.532323
9 31 655.694286
9 32 171.207819
9 33 430.371385
9 34 275.307805
9 35 652.022804
9 36 134.407208
9 37 349.170850
9 38 382.964569
9 39 117.972764
9 40 408.003122
9 41 174.895531
9 42 519.954726
9 43 157.170993
9 44 505.930751
9 45 251.531794
9 46 117.826571
9 47 659.146048
9 48 260.174494
9 49 325.833394
9 50 158.559920
9 51 497.897417
9 52 226.319259
9 53 323.275784
9 54 90.983384
9 55 536.259175
9 56 557.181850
9 57 262.946081
9 58 291.015801
9 59 155.570982
9 60 597.486316
9 61 436.175881
9 62 609.832219
9 63 710.445490
9 64 508.133050
9 65 413.771997
9 66 40.873012
9 67 616.156819
9 68 732.604335
9 69 619.572105
9 70 373.827320
9 71 291.530104
9 72 421.020116
9 73 461.241819
9 74 469.173141
9 75 550.148050
9 76 551.813269
9 77 246.701643
9 78 405.145090
9 79 264.734579
9 80 482.786524
9 81 609.246013
9 82 324.705348
9 83 653.985834
9 84 375.351175
9 85 780.896881
9 86 447.495730
9 87 729.998964
9 88 537.568064
9 89 354.423493
9 90 317.310220
9 91 355.274649
9 92 176.241077
9 93 554.347962
9 94 425.476320
9 95 43.664331
9 96 641.727047
9 97 608.499140
9 98 425.831488
9 99 420.510831
9 100 683.707503
9 101 129.894685
9 102 531.128244
9 103 511.946695
9 104 429.287278
9 105 275.957252
9 106 540.402136
9 107 255.536955
9 108 585.319012
9 109 569.312423
9 110 709.046446
9 111 406.609730
9 112 642.827352
9 113 276.429138
9 114 415.647382
9 115 419.799744
9 116 370.299435
9 117 267.228255
9 118 664.655767
9 119 205.691075
9 120 218.504929
9 121 68.833033
9 122 706.075658
9 123 627.984861
9 124 362.874766
9 125 243.976500
9 126 523.236030
9 127 442.459404
9 128 592.440093
9 129 348.974017
10 0 164.897956
10 1 282.241019
10 2 278.672051
10 3 412.433882
10 4 31.111136
10 5 664.221298
10 6 301.312104
10 7 323.416002
10 8 688.832778
10 9 573.341621
10 11 530.561761
10 12 540.438911
10 13 567.694881
10 14 407.752132
10 15 102.479114
10 16 307.638688
10 17 324.469160
10 18 357.087461
10 19 358.204637
10 20 386.792511
10 21 450.077206
10 22 476.934018
10 23 426.583826
10 24 421.177681
10 25 237.437246
10 26 339.593932
10 27 208.154261
10 28 438.256914
10 29 324.942503
10 30 323.503086
10 31 489.375826
10 32 402.372072
10 33 290.245314
10 34 362.264056
10 35 507.959928
10 36 449.793211
10 37 490.372142
10 38 192.148506
10 39 470.588088
10 40 171.501967
10 41 487.049031
10 42 307.695269
10 43 472.329267
10 44 69.639758
10 45 334.307742
10 46 469.313214
10 47 410.084873
10 48 558.833929
10 49 259.773396
10 50 530.217326
10 51 679.250504
10 52 540.987622
10 53 338.719343
10 54 543.419302
10 55 648.012557
10 56 679.908155
10 57 552.957285
10 58 347.183701
10 59 543.113671
10 60 76.172503
10 61 155.929748
10 62 332.110740
10 63 197.962576
10 64 620.135290
10 65 407.748317
10 66 548.098360
10 67 369.292704
10 68 218.058693
10 69 274.800914
10 70 203.224743
10 71 616.788224
10 72 622.151157
10 73 658.883305
10 74 661.852997
10 75 48.577605
10 76 526.661571
10 77 439.849207
10 78 452.832748
10 79 326.383748
10 80 524.269452
10 81 687.174204
10 82 271.871463
10 83 509.917204
10 84 377.790647
10 85 274.412208
10 86 530.002499
10 87 244.839527
10 88 416.063991
10 89 362.205481
10 90 691.579083
10 91 564.083939
10 92 417.389838
10 93 455.642657
10 94 449.221503
10 95 538.375430
10 96 264.539750
10 97 403.297286
10 98 657.037028
10 99 372.015099
10 100 708.191704
10 101 677.167385
10 102 553.257003
10 103 271.771157
10 104 152.980272
10 105 491.848310
10 106 264.106577
10 107 320.621898
10 108 50.295711
10 109 393.686345
10 110 702.102276
10 111 176.414041
10 112 482.772701
10 113 306.631390
10 114 208.168633
10 115 421.012008
10 116 207.979496
10 117 335.082756
10 118 557.015987
10 119 555.510809
10 120 404.875508
10 121 531.015577
10 122 704.409960
10 123 162.106307
10 124 360.220351
10 125 345.455753
10 126 231.688960
10 127 132.295623
10 128 142.443660
10 129 234.533953
11 0 382.812888
11 1 309.004112
11 2 441.290786
11 3 243.771451
11 4 536.970074
11 5 410.327506
11 6 408.260580
11 7 421.399897
11 8 161.277363
11 9 447.343501
11 10 530.561761
11 12 483.766257
11 13 443.973311
11 14 130.786039
11 15 470.627869
11 16 226.961845
11 17 387.719556
11 18 179.554871
11 19 314.042663
11 20 395.732018
11 21 364.212480
11 22 387.851021
11 23 105.847894
11 24 291.120639
11 25 419.441556
11 26 191.843759
11 27 582.173556
11 28 108.540447
11 29 509.360085
11 30 208.474136
11 31 250.960929
11 32 401.957257
11 33 240.378399
11 34 255.079744
11 35 237.060769
11 36 356.560813
11 37 100.101693
11 38 406.389071
11 39 356.859321
11 40 401.567416
11 41 275.712816
11 42 251.796249
11 43 301.161614
11 44 474.415702
11 45 333.588460
11 46 358.872903
11 47 303.556946
11 48 201.264388
11 49 348.776782
11 50 289.811519
11 51 149.794702
11 52 226.811366
11 53 234.844527
11 54 356.843014
11 55 124.480143
11 56 156.092423
11 57 195.852164
11 58 532.870744
11 59 295.282739
11 60 493.575481
11 61 504.803916
11 62 306.083692
11 63 531.245001
11 64 93.256702
11 65 690.189789
11 66 463.824850
11 67 284.729394
11 68 545.921911
11 69 359.674767
11 70 393.332553
11 71 212.640234
11 72 113.162998
11 73 135.925638
11 74 136.738114
11 75 483.095446
11 76 114.449442
11 77 571.448522
11 78 81.864965
11 79 322.771593
11 80 40.404113
11 81 184.870434
11 82 484.108269
11 83 238.406900
11 84 639.856844
11 85 567.836638
11 86 0.660181
11 87 516.491894
11 88 173.124179
11 89 610.437768
11 90 269.690773
11 91 112.153224
11 92 326.577986
11 93 158.889447
11 94 81.392332
11 95 454.465539
11 96 390.513820
11 97 252.047299
11 98 150.082273
11 99 158.593950
11 100 245.177181
11 101 439.462259
11 102 84.398632
11 103 278.527506
11 104 484.851790
11 105 171.901118
11 106 301.746752
11 107 421.913103
11 108 502.446624
11 109 219.737860
11 110 264.973502
11 111 478.815282
11 112 239.527314
11 113 448.300711
11 114 538.815971
11 115 109.700721
11 116 454.528029
11 117 302.350111
11 118 231.257227
11 119 251.920663
11 120 508.520838
11 121 380.249690
11 122 262.791106
11 123 456.236300
11 124 616.506916
11 125 459.601469
11 126 318.889190
11 127 467.360601
11 128 437.466720
11 129 362.574161
12 0 409.242566
12 1 313.076896
12 2 262.324430
12 3 257.297489
12 4 519.535283
12 5 203.978147
