280 78120
1 0 20.000000
1 2 18.439089
1 3 34.176015
1 4 42.520583
1 5 50.477718
1 6 65.604878
1 7 72.111026
1 8 68.000000
1 9 78.892332
1 10 85.883642
1 11 93.037627
1 12 100.319490
1 13 107.703296
1 14 97.406365
1 15 101.271911
1 16 117.098249
1 17 125.027997
1 18 132.966161
1 19 140.911320
1 20 148.862353
1 21 145.602198
1 22 130.291980
1 23 122.702893
1 24 137.927517
1 25 153.310143
1 26 161.046577
1 27 168.807583
1 28 174.951422
1 29 185.558616
1 30 186.761880
1 31 188.297637
1 32 201.246118
1 33 209.876154
1 34 225.743217
1 35 226.874415
1 36 235.423024
1 37 234.196499
1 38 233.238076
1 39 232.551070
1 40 232.137890
1 41 232.000000
1 42 232.137890
1 43 248.128999
1 44 248.000000
1 45 248.128999
1 46 248.515593
1 47 249.158584
1 48 250.055994
1 49 251.205095
1 50 259.106156
1 51 257.992248
1 52 257.122539
1 53 256.499513
1 54 256.124969
1 55 256.000000
1 56 256.124969
1 57 256.499513
1 58 248.515593
1 59 232.551070
1 60 233.238076
1 61 241.867732
1 62 249.807926
1 63 257.992248
1 64 259.106156
1 65 267.013108
1 66 273.875884
1 67 272.734303
1 68 280.713377
1 69 281.822639
1 70 282.842712
1 71 284.084494
1 72 285.545093
1 73 287.221169
1 74 289.108976
1 75 281.368086
1 76 291.204396
1 77 293.502981
1 78 277.041513
1 79 270.702789
1 80 268.208874
1 81 265.932322
1 82 263.878760
1 83 262.053430
1 84 260.461130
1 85 252.230054
1 86 254.243977
1 87 256.632032
1 88 259.976922
1 89 258.712195
1 90 261.480401
1 91 264.461717
1 92 276.318657
1 93 283.746366
1 94 291.204396
1 95 294.156421
1 96 286.775173
1 97 279.427987
1 98 271.035053
1 99 261.197243
1 100 257.619875
1 101 254.243977
1 102 251.077677
1 103 248.128999
1 104 240.665743
1 105 233.238076
1 106 230.338881
1 107 245.405786
1 108 252.356890
1 109 242.915623
1 110 240.665743
1 111 248.909622
1 112 246.446749
1 113 238.662942
1 114 236.913486
1 115 244.368574
1 116 235.423024
1 117 234.196499
1 118 186.761880
1 119 185.558616
1 120 184.694342
1 121 184.173831
1 122 184.000000
1 123 184.173831
1 124 184.694342
1 125 172.742583
1 126 164.778639
1 127 156.818366
1 128 156.204994
1 129 148.216059
1 130 140.228385
1 131 132.242202
1 132 124.257797
1 133 116.068945
1 134 116.619038
1 135 117.711512
1 136 119.331471
1 137 121.457812
1 138 124.064499
1 139 116.619038
1 140 119.866593
1 141 123.547562
1 142 127.624449
1 143 132.060592
1 144 138.679487
1 145 134.461891
1 146 130.598622
1 147 127.121989
1 148 132.966161
1 149 146.751491
1 150 169.799882
1 151 167.904735
1 152 165.215011
1 153 164.048773
1 154 164.438438
1 155 166.373075
1 156 188.297637
1 157 190.157829
1 158 192.333044
1 159 194.812731
1 160 200.638979
1 161 203.960781
1 162 207.537948
1 163 211.357517
1 164 215.406592
1 165 229.817319
1 166 240.133296
1 167 247.095123
1 168 248.676497
1 169 239.733185
1 170 232.551070
1 171 232.551070
1 172 225.849507
1 173 215.406592
1 174 197.585425
1 175 174.631040
1 176 172.046505
1 177 163.217646
1 178 161.245155
1 179 170.176379
1 180 177.538728
1 181 180.753976
1 182 184.260685
1 183 188.042548
1 184 192.083315
1 185 189.736660
1 186 196.367003
1 187 206.455806
1 188 200.000000
1 189 193.659495
1 190 184.390889
1 191 174.000000
1 192 168.047612
1 193 158.492902
1 194 152.735065
1 195 147.186956
1 196 153.153518
1 197 148.054044
1 198 143.220110
1 199 136.821051
1 200 141.873183
1 201 133.206606
1 202 121.918005
1 203 110.634533
1 204 99.357939
1 205 88.090862
1 206 84.852814
1 207 79.397733
1 208 73.539105
1 209 79.397733
1 210 85.603738
1 211 90.686272
1 212 96.829747
1 213 92.086915
1 214 98.792712
1 215 103.227903
1 216 109.836242
1 217 105.678759
1 218 112.712022
1 219 116.619038
1 220 123.547562
1 221 119.866593
1 222 113.841996
1 223 103.846040
1 224 96.166522
1 225 88.543774
1 226 80.993827
1 227 73.539105
1 228 66.211781
1 229 59.059292
1 230 53.366656
1 231 61.188234
1 232 69.050706
1 233 76.941536
1 234 76.105190
1 235 68.117545
1 236 60.133186
1 237 52.153619
1 238 44.181444
1 239 36.221541
1 240 28.284271
1 241 20.000000
1 242 21.540659
1 243 30.463092
1 244 37.947332
1 245 45.607017
1 246 37.735925
1 247 34.409301
1 248 45.607017
1 249 45.607017
1 250 52.153619
1 251 68.117545
1 252 74.404301
1 253 69.971423
1 254 63.245553
1 255 59.059292
1 256 66.211781
1 257 63.245553
1 258 61.188234
1 259 60.133186
1 260 68.117545
1 261 76.941536
1 262 86.348133
1 263 96.166522
1 264 106.282642
1 265 113.841996
1 266 111.570605
1 267 109.836242
1 268 108.664622
1 269 108.074049
1 270 93.380940
1 271 85.510233
1 272 77.665951
1 273 69.856997
1 274 62.096699
1 275 54.405882
1 276 43.680659
1 277 36.221541
1 278 28.000000
1 279 8.944272
2 0 24.083189
2 1 18.439089
2 3 16.124515
2 4 27.784888
2 5 33.941125
2 6 49.517674
2 7 55.317267
2 8 50.477718
2 9 61.611687
2 10 68.264193
2 11 75.179785
2 12 82.292162
2 13 89.554453
2 14 79.120162
2 15 82.873397
2 16 98.731960
2 17 106.677083
2 18 114.629839
2 19 122.588743
2 20 130.552671
2 21 127.200629
2 22 111.946416
2 23 104.403065
2 24 119.549153
2 25 134.892550
2 26 142.618372
2 27 150.372870
2 28 156.524758
2 29 167.200478
2 30 168.344884
2 31 169.858765
2 32 182.822318
2 33 191.509791
2 34 207.393346
2 35 208.470621
2 36 217.006912
2 37 215.824002
2 38 214.932548
2 39 214.336185
2 40 214.037380
2 41 214.037380
2 42 214.336185
2 43 230.312831
2 44 230.034780
2 45 230.034780
2 46 230.312831
2 47 230.867928
2 48 231.698079
2 49 232.800344
2 50 240.707291
2 51 239.641399
2 52 238.838858
2 53 238.302329
2 54 238.033611
2 55 238.033611
2 56 238.302329
2 57 238.838858
2 58 230.867928
2 59 214.932548
2 60 215.824002
2 61 224.588513
2 62 232.499462
2 63 240.707291
2 64 242.033056
2 65 249.903982
2 66 256.538496
2 67 255.131339
2 68 263.096940
2 69 264.461717
2 70 265.668967
2 71 267.110464
2 72 268.782440
2 73 270.680624
2 74 272.800293
2 75 265.126385
2 76 275.136330
2 77 277.683273
2 78 261.266148
2 79 255.162693
2 80 252.388589
2 81 249.839949
2 82 247.523736
2 83 245.446532
2 84 243.614449
2 85 235.372046
2 86 237.697286
2 87 240.416306
2 88 244.180261
2 89 243.261177
2 90 246.333108
2 91 249.623717
2 92 261.357992
2 93 268.663358
2 94 276.007246
2 95 279.234668
2 96 271.977940
2 97 264.764046
2 98 256.826790
2 99 247.329739
2 100 243.417337
2 101 239.708156
2 102 236.211769
2 103 232.937760
2 104 225.610283
2 105 218.330025
2 106 215.081380
2 107 229.895628
2 108 236.660094
2 109 227.094694
2 110 224.543982
2 111 232.774569
2 112 229.965215
2 113 222.252109
2 114 220.227155
2 115 227.560981
2 116 218.476543
2 117 217.006912
2 118 169.858765
2 119 168.344884
2 120 167.200478
2 121 166.433170
2 122 166.048186
2 123 166.048186
2 124 166.433170
2 125 154.466825
2 126 146.492321
2 127 138.520757
2 128 138.057959
2 129 130.061524
2 130 122.065556
2 131 114.070154
2 132 106.075445
2 133 98.325988
2 134 99.297533
2 135 100.895986
2 136 103.092192
2 137 105.848949
2 138 109.123783
2 139 102.000000
2 140 106.000000
2 141 110.435502
2 142 115.256236
2 143 120.415946
2 144 126.506917
2 145 121.605921
2 146 117.046999
2 147 112.871608
2 148 118.067777
2 149 131.103013
2 150 153.687996
2 151 151.380316
2 152 147.959454
2 153 146.219014
2 154 146.874096
2 155 149.465715
2 156 171.732350
2 157 173.954017
2 158 176.510623
2 159 179.387848
2 160 186.043006
2 161 189.789357
2 162 193.793705
2 163 198.040400
2 164 202.514197
2 165 216.933169
2 166 226.883230
2 167 233.623629
2 168 234.478144
2 169 225.539354
2 170 218.549765
2 171 218.549765
2 172 211.101871
2 173 200.449495
2 174 182.570534
2 175 159.411417
2 176 156.371353
2 177 147.472031
2 178 146.710599
2 179 155.653461
2 180 162.788206
2 181 166.481230
2 182 170.469939
2 183 174.734084
2 184 179.254010
2 185 177.730133
2 186 184.010869
2 187 194.617574
2 188 188.520556
2 189 182.570534
2 190 173.954017
2 191 164.438438
2 192 157.035028
2 193 148.822041
2 194 143.680200
2 195 137.535450
2 196 142.898565
2 197 137.186005
2 198 131.711807
2 199 125.872952
2 200 131.590273
2 201 123.239604
2 202 111.946416
2 203 100.657836
2 204 89.375612
2 205 78.102497
2 206 76.550637
2 207 70.000000
2 208 65.513357
2 209 72.470684
2 210 79.624117
2 211 83.354664
2 212 90.354856
2 213 86.925255
2 214 94.339811
2 215 97.508974
2 216 104.785495
2 217 101.843016
2 218 109.416635
2 219 112.160599
2 220 119.616052
2 221 117.046999
2 222 113.437207
2 223 104.479663
2 224 96.519428
2 225 88.566359
2 226 80.622577
2 227 72.691127
2 228 64.776539
2 229 56.885851
2 230 56.320511
2 231 64.280635
2 232 72.249567
2 233 80.224684
2 234 81.215762
2 235 73.348483
2 236 65.513357
2 237 57.723479
2 238 50.000000
2 239 42.379240
2 240 34.928498
2 241 30.000000
2 242 26.000000
2 243 32.557641
2 244 40.447497
2 245 48.373546
2 246 36.055513
2 247 26.000000
2 248 36.715120
2 249 41.231056
2 250 49.030603
2 251 58.821765
2 252 63.780875
2 253 58.000000
2 254 52.497619
2 255 46.690470
2 256 52.801515
2 257 48.373546
2 258 44.944410
2 259 42.755117
2 260 50.635956
2 261 60.166436
2 262 70.228199
2 263 80.622577
2 264 91.235958
2 265 98.488578
2 266 95.519631
2 267 93.145048
2 268 91.411159
2 269 90.354856
2 270 74.966659
2 271 67.082039
2 272 59.228372
2 273 51.419841
2 274 43.680659
2 275 36.055513
2 276 25.298221
2 277 19.697716
2 278 10.770330
2 279 10.000000
3 0 32.984845
3 1 34.176015
3 2 16.124515
3 4 16.000000
3 5 18.867962
3 6 34.409301
3 7 39.597980
3 8 34.409301
3 9 45.607017
3 10 52.153619
3 11 59.059292
3 12 66.211781
3 13 73.539105
3 14 63.245553
3 15 68.117545
3 16 84.095184
3 17 92.086915
3 18 100.079968
3 19 108.074049
3 20 116.068945
3 21 111.570605
3 22 96.166522
3 23 88.543774
3 24 103.846040
3 25 119.331471
3 26 127.121989
3 27 134.937022
3 28 141.421356
3 29 152.472948
3 30 153.310143
3 31 154.557433
3 32 167.725967
3 33 176.725776
3 34 192.665513
3 35 193.494186
3 36 201.950489
3 37 200.997512
3 38 200.359677
3 39 200.039996
3 40 200.039996
3 41 200.359677
3 42 200.997512
3 43 216.923950
3 44 216.333077
3 45 216.037034
3 46 216.037034
3 47 216.333077
3 48 216.923950
3 49 217.807254
3 50 225.743217
3 51 224.891085
3 52 224.321198
3 53 224.035711
3 54 224.035711
3 55 224.321198
3 56 224.891085
3 57 225.743217
3 58 217.807254
3 59 201.950489
3 60 203.214173
3 61 212.198021
3 62 220.045450
3 63 228.280529
3 64 229.956518
3 65 237.756178
3 66 244.000000
3 67 242.123935
3 68 250.055994
3 69 251.872984
3 70 253.392975
3 71 255.154855
3 72 257.153651
3 73 259.383885
3 74 261.839646
3 75 254.275441
3 76 264.514650
3 77 267.402319
3 78 251.077677
3 79 245.307970
3 80 242.156974
3 81 239.232105
3 82 236.541751
3 83 234.093998
3 84 231.896529
3 85 223.651515
3 86 226.450878
3 87 229.651911
3 88 234.000000
3 89 233.555133
3 90 237.023206
3 91 240.707291
3 92 252.253840
3 93 259.383885
3 94 266.563313
3 95 270.140704
3 96 263.058929
3 97 256.031248
3 98 248.684539
3 99 239.633053
3 100 235.321057
3 101 231.205536
3 102 227.297162
3 103 223.606798
3 104 216.480946
3 105 209.418242
3 106 205.718254
3 107 220.145406
3 108 226.636272
3 109 216.923950
3 110 213.953266
3 111 222.144097
3 112 218.833270
3 113 211.243935
3 114 208.806130
3 115 215.935175
3 116 206.649462
3 117 204.782812
3 118 158.240324
3 119 156.204994
3 120 154.557433
3 121 153.310143
3 122 152.472948
3 123 152.052622
3 124 152.052622
3 125 140.057131
3 126 132.060592
3 127 124.064499
3 128 124.064499
3 129 116.068945
3 130 108.074049
3 131 100.079968
3 132 92.086915
3 133 85.510233
3 134 87.361319
3 135 89.888820
3 136 93.037627
3 137 96.747093
3 138 100.955436
3 139 94.403390
3 140 99.357939
3 141 104.690019
3 142 110.344914
3 143 116.275535
3 144 121.655251
3 145 116.000000
3 146 110.634533
3 147 105.603030
3 148 109.836242
3 149 121.655251
3 150 143.387587
3 151 140.456399
3 152 135.823415
3 153 132.966161
3 154 134.164079
3 155 137.927517
3 156 160.648685
3 157 163.413586
3 158 166.517266
3 159 169.941166
3 160 177.673859
3 161 181.945047
3 162 186.461792
3 163 191.206694
3 164 196.163197
3 165 210.523158
3 166 220.000000
3 167 226.450878
3 168 226.415547
3 169 217.513218
3 170 210.788994
3 171 210.788994
3 172 202.425295
3 173 191.541118
3 174 173.666347
3 175 150.359569
3 176 146.696967
3 177 137.753403
3 178 138.679487
3 179 147.566934
3 180 154.350251
3 181 158.644256
3 182 163.217646
3 183 168.047612
3 184 173.112680
3 185 172.557237
3 186 178.392825
3 187 189.525724
3 188 183.869519
3 189 178.392825
3 190 170.552045
3 191 162.049375
3 192 153.153518
3 193 146.478667
3 194 142.042247
3 195 135.351395
3 196 140.000000
3 197 133.686200
3 198 127.561750
3 199 122.441823
3 200 128.809938
3 201 120.929732
3 202 109.836242
3 203 98.792712
3 204 87.817994
3 205 76.941536
3 206 77.252832
3 207 69.856997
3 208 67.052218
3 209 74.726167
3 210 82.462113
3 211 84.758480
3 212 92.347171
3 213 90.244113
3 214 98.061205
3 215 100.000000
3 216 107.703296
3 217 105.905618
3 218 113.771701
3 219 115.446958
3 220 123.223374
3 221 121.655251
3 222 120.066648
3 223 112.071406
3 224 104.076895
3 225 96.083297
3 226 88.090862
3 227 80.099938
3 228 72.111026
3 229 64.124878
3 230 67.052218
3 231 74.726167
3 232 82.462113
3 233 90.244113
3 234 92.347171
3 235 84.758480
3 236 77.252832
3 237 69.856997
3 238 62.609903
3 239 55.569776
3 240 48.826222
3 241 45.254834
3 242 40.000000
3 243 44.721360
3 244 52.000000
3 245 59.464275
3 246 45.607017
3 247 32.249031
3 248 40.199502
3 249 48.166378
3 250 56.142675
3 251 59.464275
3 252 62.609903
3 253 55.569776
3 254 52.000000
3 255 44.721360
3 256 48.826222
3 257 42.520583
3 258 36.878178
3 259 32.249031
3 260 39.395431
3 261 50.119856
3 262 61.057350
3 263 72.111026
3 264 83.234608
3 265 89.888820
3 266 85.883642
3 267 82.462113
3 268 79.699435
3 269 77.665951
3 270 60.133186
3 271 52.153619
3 272 44.181444
3 273 36.221541
3 274 28.284271
3 275 20.396078
3 276 10.000000
3 277 16.492423
3 278 12.649111
3 279 25.298221
4 0 32.984845
4 1 42.520583
4 2 27.784888
4 3 16.000000
4 5 10.000000
4 6 23.323808
4 7 30.463092
4 8 28.284271
4 9 37.947332
4 10 45.607017
4 11 53.366656
4 12 61.188234
4 13 69.050706
4 14 60.133186
4 15 69.050706
4 16 84.852814
4 17 92.779308
4 18 100.717426
4 19 108.664622
4 20 116.619038
4 21 108.664622
4 22 92.779308
4 23 84.852814
4 24 100.717426
4 25 116.619038
4 26 124.579292
4 27 132.544332
4 28 140.057131
4 29 152.052622
4 30 152.052622
4 31 152.472948
4 32 166.192659
4 33 176.000000
4 34 192.000000
4 35 192.166594
4 36 200.359677
4 37 200.039996
4 38 200.039996
4 39 200.359677
4 40 200.997512
4 41 201.950489
4 42 203.214173
4 43 218.979451
4 44 217.807254
4 45 216.923950
4 46 216.333077
4 47 216.037034
4 48 216.037034
4 49 216.333077
4 50 224.321198
4 51 224.035711
4 52 224.035711
4 53 224.321198
4 54 224.891085
4 55 225.743217
4 56 226.874415
4 57 228.280529
4 58 220.435932
4 59 204.782812
4 60 206.649462
4 61 215.935175
4 62 223.651515
4 63 231.896529
4 64 234.093998
4 65 241.760212
4 66 247.386338
4 67 244.752937
4 68 252.602454
4 69 255.154855
4 70 257.153651
4 71 259.383885
4 72 261.839646
4 73 264.514650
4 74 267.402319
4 75 260.000000
4 76 270.495841
4 77 273.788239
4 78 257.619875
4 79 252.253840
4 80 248.676497
4 81 245.307970
4 82 242.156974
4 83 239.232105
4 84 236.541751
4 85 228.324331
4 86 231.758495
4 87 235.567400
4 88 240.607564
4 89 240.707291
4 90 244.597629
4 91 248.684539
4 92 260.000000
4 93 266.923210
4 94 273.905093
4 95 277.848880
4 96 270.968633
4 97 264.151472
4 98 257.410179
4 99 248.805145
4 100 244.131112
4 101 239.633053
4 102 235.321057
4 103 231.205536
4 104 224.321198
4 105 217.513218
4 106 213.354166
4 107 227.297162
4 108 233.452351
4 109 223.606798
4 110 220.145406
4 111 228.254244
4 112 224.321198
4 113 216.923950
4 114 213.953266
4 115 220.771375
4 116 211.243935
4 117 208.806130
4 118 163.413586
4 119 160.648685
4 120 158.240324
4 121 156.204994
4 122 154.557433
4 123 153.310143
4 124 152.472948
4 125 140.513345
4 126 132.544332
4 127 124.579292
4 128 125.602548
4 129 117.711512
4 130 109.836242
4 131 101.980390
4 132 94.148818
4 133 89.888820
4 134 93.037627
4 135 96.747093
4 136 100.955436
4 137 105.603030
4 138 110.634533
4 139 104.690019
4 140 110.344914
4 141 116.275535
4 142 122.441823
4 143 128.809938
4 144 133.686200
4 145 127.561750
4 146 121.655251
4 147 116.000000
4 148 119.331471
4 149 129.799846
4 150 150.359569
4 151 146.696967
4 152 140.456399
4 153 135.823415
4 154 137.927517
4 155 143.387587
4 156 166.517266
4 157 169.941166
4 158 173.666347
4 159 177.673859
4 160 186.461792
4 161 191.206694
4 162 196.163197
4 163 201.315673
4 164 206.649462
4 165 220.907220
4 166 229.956518
4 167 236.135554
4 168 235.287059
4 169 226.450878
4 170 220.000000
4 171 220.000000
4 172 210.788994
4 173 199.719804
4 174 181.945047
4 175 158.644256
4 176 154.350251
4 177 145.437272
4 178 148.054044
4 179 156.818366
4 180 163.217646
4 181 168.047612
4 182 173.112680
4 183 178.392825
4 184 183.869519
4 185 184.043473
4 186 189.525724
4 187 200.997512
4 188 195.673197
4 189 190.536086
4 190 183.215720
4 191 175.328264
4 192 165.601932
4 193 159.849930
4 194 155.794737
4 195 148.862353
4 196 153.101274
4 197 146.478667
4 198 140.000000
4 199 135.351395
4 200 142.042247
4 201 134.461891
4 202 123.547562
4 203 112.712022
4 204 101.980390
4 205 91.389277
4 206 92.347171
4 207 84.758480
4 208 82.462113
4 209 90.244113
4 210 98.061205
4 211 100.000000
4 212 107.703296
4 213 105.905618
4 214 113.771701
4 215 115.446958
4 216 123.223374
4 217 121.655251
4 218 129.553078
4 219 131.026715
4 220 138.852440
4 221 137.462722
4 222 136.058811
4 223 128.062485
4 224 120.066648
4 225 112.071406
4 226 104.076895
4 227 96.083297
4 228 88.090862
4 229 80.099938
4 230 82.462113
4 231 90.244113
4 232 98.061205
4 233 105.905618
4 234 107.703296
4 235 100.000000
4 236 92.347171
4 237 84.758480
4 238 77.252832
4 239 69.856997
4 240 62.609903
4 241 57.688820
4 242 53.665631
4 243 59.464275
4 244 67.052218
4 245 74.726167
4 246 61.188234
4 247 48.166378
4 248 56.142675
4 249 64.124878
4 250 72.111026
4 251 74.726167
4 252 77.252832
4 253 69.856997
4 254 67.052218
4 255 59.464275
4 256 62.609903
4 257 55.569776
4 258 48.826222
4 259 42.520583
4 260 48.166378
4 261 59.464275
4 262 70.767224
4 263 82.073138
4 264 93.380940
4 265 99.357939
4 266 94.403390
4 267 89.888820
4 268 85.883642
4 269 82.462113
4 270 61.188234
4 271 53.366656
4 272 45.607017
4 273 37.947332
4 274 30.463092
4 275 23.323808
4 276 18.867962
4 277 32.249031
4 278 28.284271
4 279 33.941125
5 0 42.755117
5 1 50.477718
5 2 33.941125
5 3 18.867962
5 4 10.000000
5 6 15.620499
5 7 21.633308
5 8 18.439089
5 9 28.635642
5 10 36.055513
5 11 43.680659
5 12 51.419841
5 13 59.228372
5 14 50.159745
5 15 59.228372
5 16 74.966659
5 17 82.873397
5 18 90.796476
5 19 98.731960
5 20 106.677083
5 21 98.731960
5 22 82.873397
5 23 74.966659
5 24 90.796476
5 25 106.677083
5 26 114.629839
5 27 122.588743
5 28 130.061524
5 29 142.056327
5 30 142.056327
5 31 142.506140
5 32 156.204994
5 33 166.000000
5 34 182.000000
5 35 182.175739
5 36 190.378570
5 37 190.042101
5 38 190.042101
5 39 190.378570
5 40 191.049732
5 41 192.052076
5 42 193.380454
5 43 209.121974
5 44 207.894204
5 45 206.968597
5 46 206.349219
5 47 206.038831
5 48 206.038831
5 49 206.349219
5 50 214.336185
5 51 214.037380
5 52 214.037380
5 53 214.336185
5 54 214.932548
5 55 215.824002
5 56 217.006912
5 57 218.476543
5 58 210.646624
5 59 195.028203
5 60 196.987309
5 61 206.320140
5 62 214.009346
5 63 222.252109
5 64 224.543982
5 65 232.180964
5 66 237.697286
5 67 234.955315
5 68 242.792092
5 69 245.446532
5 70 247.523736
5 71 249.839949
5 72 252.388589
5 73 255.162693
5 74 258.154992
5 75 250.798724
5 76 261.357992
5 77 264.764046
5 78 248.652368
5 79 243.417337
5 80 239.708156
5 81 236.211769
5 82 232.937760
5 83 229.895628
5 84 227.094694
5 85 218.888099
5 86 222.467975
5 87 226.433213
5 88 231.672182
5 89 231.948270
5 90 235.983050
5 91 240.216569
5 92 251.435877
5 93 258.278919
5 94 265.186727
5 95 269.258240
5 96 262.457616
5 97 255.726416
5 98 249.238841
5 99 240.840196
5 100 236.008474
5 101 231.352545
5 102 226.883230
5 103 222.611770
5 104 215.824002
5 105 209.121974
5 106 204.792578
5 107 218.549765
5 108 224.588513
5 109 214.709106
5 110 211.101871
5 111 219.180291
5 112 215.081380
5 113 207.740222
5 114 204.636263
5 115 211.376441
5 116 201.801883
5 117 199.248588
5 118 154.155765
5 119 151.221692
5 120 148.660687
5 121 146.492321
5 122 144.734239
5 123 143.401534
5 124 142.506140
5 125 130.552671
5 126 122.588743
5 127 114.629839
5 128 115.741090
5 129 107.870292
5 130 100.019998
5 131 92.195445
5 132 84.403791
5 133 80.622577
5 134 84.118963
5 135 88.204308
5 136 92.800862
5 137 97.836598
5 138 103.247276
5 139 97.672924
5 140 103.711137
5 141 110.000000
5 142 116.498927
5 143 123.174673
5 144 127.640119
5 145 121.210561
5 146 114.978259
5 147 108.977062
5 148 111.803399
5 149 121.605921
5 150 141.661569
5 151 137.767921
5 152 131.103013
5 153 126.126920
5 154 128.390031
5 155 134.238594
5 156 157.442053
5 157 161.058995
5 158 164.984848
5 159 169.198109
